,GB,HRK,Hardwicke,Hardwicke,GLS,RL,--3-----,1207,,5149N 00218W,
,GB,HRF,Harefield,Harefield,HIL,AF,1-------,1401,,5136N 00029W,
,GB,GL7,Haresfield,Haresfield,GLS,RL,--3-----,1607,,5147N 00216W,
,GB,AWD,Harewood,Harewood,YOR,RL,--3-----,0901,,5353N 00130W,
,GB,RGY,Haringey,Haringey,LND,RQ,--3-----,1001,,5135N 00050W,
,GB,HAK,Harle Syke,Harle Syke,LAN,RL,--3-----,0106,,5349N 00212W,
,GB,HAC,Harlech,Harlech,GWN,RQ,--3-----,0907,,5252N 00406W,
,GB,HRD,Harlesden,Harlesden,BEN,AF,0-------,1401,,5132N 00014W,
,GB,HAS,Harleston,Harleston,NFK,RL,--3-----,0201,,5224N 00117E,
,GB,HGT,Harlington,Harlington,HIL,AF,-2------,1401,,5129N 00026W,
,GB,HRL,Harlow,Harlow,ESS,AF,1-------,9511,,,
,GB,HMW,Harmondsworth,Harmondsworth,HIL,AF,--3-----,1401,,,
,GB,HHI,Harold Hill,Harold Hill,HAV,AF,--3-----,1401,,5136N 00013E,
,GB,HLD,Harold Wood,Harold Wood,HAV,AF,-23-----,1401,,5135N 00014E,
,GB,HPD,Harpenden,Harpenden,HRT,AF,--3-----,9511,,,
,GB,HAA,Harraby,Harraby,CMA,RL,1-------,0901,,5453N 00254W,
,GB,XHR,Harrietsham,Harrietsham,KEN,RQ,-----6--,0907,,5124N 00067E,
,GB,HRR,Harrington,Harrington,CMA,RL,--3-----,0201,,5436N 00333W,
,GB,HRT,Harrogate,Harrogate,NYK,AF,---4----,9511,,,
,GB,HRO,Harrow,Harrow,BEN,AF,--3-----,1401,,5135N 00019W,
,GB,HHL,Harrow on the Hill,Harrow on the Hill,HRW,AF,-23-----,1401,,5134N 00020W,
,GB,ZBI,Harrow Weald,Harrow Weald,HRW,RL,-----6--,0901,,5136N 00019W,
,GB,HAU,Hartburn,Hartburn,STT,RQ,--3-----,0907,,5433N 00120W,
,GB,HTF,Hartfield,Hartfield,ESX,RL,--3-----,1401,,5105N 00007E,
,GB,HAZ,Hartford,Hartford,CHW,RL,-23-----,1307,,5314N 00232W,
,GB,HRG,Hartington,Hartington,DBY,RL,--3-----,0701,,5308N 00148W,
,GB,HTB,Hartlebury,Hartlebury,WOR,AF,--3-----,1401,,5220N 00214W,
,GB,HTP,Hartlepool,Hartlepool,HPL,AF,1-3-----,0401,,5441N 00113W,
,GB,YLY,Hartley,Hartley,CMA,RQ,1-------,0901,,,
,GB,HWI,Hartley Wintney,Hartley Wintney,HAM,AF,--3-----,9804,,,
,GB,HPY,Hartpury,Hartpury,GLS,RQ,--3-----,0907,,5155N 00218W,
,GB,AHR,Hartshorne,Hartshorne,DBY,RL,--3-----,1301,,5246N 00131W,
,GB,HTW,Hartwell,Hartwell,NTH,AF,--3-----,9811,,,
,GB,HRW,Harwich,Harwich,ESS,AF,1-------,9511,QQH,,
,GB,HWR,Harworth,Harworth,NTT,AF,--3-----,9704,,,
,GB,HSY,Haseley,Haseley,WAR,AF,--3-----,9704,,,
,GB,HSR,Haselor,Haselor,WAR,RL,--3-----,1301,,5213N 00149W,
,GB,HKS,Haskayne,Haskayne,LAN,RL,--3-----,1601,,5333N 00228W,
,GB,HSL,Haslemere,Haslemere,SRY,AF,-23-----,9704,,,
,GB,HDN,Haslingden,Haslingden,LAN,AF,1-------,9511,,,
,GB,HFD,Haslingfield,Haslingfield,CAM,RL,--3-----,0201,,5208N 00003E,
,GB,HSG,Haslington,Haslington,CHE,AF,--3-----,1307,,,
,GB,HSK,Hassocks,Hassocks,WSX,AF,-23-----,9811,,,
,GB,HSP,Hassop,Hassop,DBY,AF,--3-----,9811,,,
,GB,HNH,Hastingleigh,Hastingleigh,KEN,RQ,--3-----,1001,,5109N 00100E,
,GB,HTG,Hastings,Hastings,ESX,AF,1-3-----,9511,,,
,GB,HGD,Hastingwood,Hastingwood,ESS,RL,--3-----,0607,,5144N 00009E,
,GB,HBU,Hatch Beauchamp,Hatch Beauchamp,SOM,RL,--3-----,0701,,5059N 00300W,
,GB,HTE,Hatch End,Hatch End,HRW,RL,--3-----,1401,,5136N 00022W,
,GB,HAT,Hatfield,Hatfield,HRT,AF,--34----,9511,HTF,,
,GB,ZBJ,Hatfield Peverel,Hatfield Peverel,ESS,RL,--3--6--,0901,,5147N 00036E,
,GB,HTI,Hatherleigh,Hatherleigh,DEV,RL,--3-----,1301,,5049N 00404W,
,GB,HN2,Hathern,Hathern,LEC,RL,--3-----,1301,,5247N 00115W,
,GB,HHS,Hathersage,Hathersage,DBY,RQ,--3-----,0907,,5319N 00139W,
,GB,HTR,Hatherton,Hatherton,CHE,AF,--3-----,1307,,,
,GB,KWH,Hatston,Hatston,ORK,RL,1--4----,1801,,5900N 00258W,
,GB,HAN,Hatton,Hatton,DBY,RQ,--3--6--,0607,,5252N 00141W,
,GB,HTO,Hatton,Hatton,HIL,AF,--3-----,1401,,5128N 00025W,
,GB,HAX,Hauxton,Hauxton,CAM,RL,--3-----,0901,,,
,GB,HAV,Havant,Havant,HAM,AF,--3-----,9511,,,
,GB,HVR,Haverfordwest,Haverfordwest,PEM,AF,--34----,1401,HAW,5148N 00458W,
,GB,HAL,Haverhill,Haverhill,SFK,AF,--3-----,9511,,,
,GB,HWN,Hawarden,Hawarden,FLN,AF,--3-----,1401,,5311N 00302W,
,GB,HWE,Hawes,Hawes,NYK,AF,--3-----,9511,,,
,GB,HWC,Hawick,Hawick,SCB,AF,--3-----,1401,,5526N 00247W,
,GB,HWK,Hawkhurst,Hawkhurst,KEN,AF,--3-----,9511,,,
,GB,HKH,Hawksworth,Hawksworth,LDS,RL,--3-----,1407,,5349N 00136W,
,GB,HKR,Hawksworth,Hawksworth,NTT,RL,--3-----,1601,,5258N 00052W,
,GB,HWW,Hawkwell,Hawkwell,ESS,AF,--3-----,9901,,,
,GB,HWT,Haworth,Haworth,BRD,AF,-23-----,1401,,5349N 00157W,
,GB,HHO,Hawthorn,Hawthorn,WIL,RL,-23-----,0701,,5125N 00211W,
,GB,HWH,Hawthorn Hill,Hawthorn Hill,LIN,AF,--3-----,0401,,5305N 00011W,
,GB,YOH,Haxby,Haxby,YOR,RL,--3-----,1307,,5401N 00104W,
,GB,YMS,Hay Mills,Hay Mills,BIR,RL,--3-----,1301,,5228N 00149W,
,GB,XHW,Hay-on-Wye,Hay-on-Wye,POW,RQ,-----6--,0907,,5207N 00312W,
,GB,HDK,Haydock,Haydock,SHN,AF,--3-----,1401,,5328N 00240W,
,GB,AYN,Haydon,Haydon,DOR,RQ,--3-----,0901,,5057N 00228W,
,GB,HBD,Haydon Bridge,Haydon Bridge,NBL,RQ,--3-----,0901,,,
,GB,HMI,Hayes,Hayes,HIL,AF,--3-----,1401,,5130N 00025W,
,GB,HAY,Hayle,Hayle,CON,AF,1-------,9511,,,
,GB,HYG,Hayling Island,Hayling Island,HAM,AA,1-3-----,0701,,5050N 00059W,
,GB,HYS,Haynes,Haynes,CBF,AQ,--3-----,1307,,5203N 00025W,
,GB,HAH,Haywards Heath,Haywards Heath,WSX,AF,--3-----,9511,,,
,GB,HZG,Hazel Grove,Hazel Grove,SKP,AF,--3-----,1401,,5323N 00207W,
,GB,HZO,Hazelwood,Hazelwood,DBY,RL,--3-----,0501,,5301N 00130W,
,GB,HZL,Hazlemere,Hazlemere,BKM,RL,--3-----,0201,,5139N 00042W,
,GB,HEA,Heacham,Heacham,NFK,AF,--3-----,0401,,,
,GB,HED,Headcorn,Headcorn,KEN,AF,--3-----,9511,,,
,GB,HDG,Headington,Headington,OXF,AF,--3-----,0401,,5145N 00112W,
,GB,HYE,Headley,Headley,HAM,RQ,--3-----,0907,,5107N 00049W,
,GB,HEO,Headley Down,Headley Down,HAM,AF,0-------,9704,,,
,GB,HNR,Heanor,Heanor,DBY,AF,--3-----,9704,,,
,GB,HF5,Heathfield,Heathfield,ESX,RL,--3-----,1501,,5057N 00016E,
,GB,HHF,Heathfield,Heathfield,SOM,AF,--3-----,9704,,,
,GB,HHH,Heathhall,Heathhall,DGY,RL,--3-----,0601,,5506N 00335W,
,GB,LHR,Heathrow Apt/London,Heathrow Apt/London,HIL,AF,---4----,1401,,5128N 00027W,
,GB,HEQ,Heaton,Heaton,LAN,RL,1-------,0901,,5402N 00251W,
,GB,HEB,Hebburn,Hebburn,STY,AF,1-------,1401,,5458N 00131W,
,GB,HBG,Hebden Bridge,Hebden Bridge,CLD,AF,--3-----,1401,,5345N 00201W,
,GB,HKG,Heckington,Heckington,LIN,RL,-23-----,0701,,5259N 00018W,
,GB,HEK,Heckmondwike,Heckmondwike,KIR,AF,--3-----,1401,,5342N 00140W,
,GB,HH3,Hedenham,Hedenham,NFK,RL,--3-----,1207,,5249N 00140E,
,GB,HGE,Hedge End,Hedge End,HAM,RL,--3-----,0601,,5055N 00118W,
,GB,XHD,Hednesford,Hednesford,,RQ,-----6--,0907,,5271N 00200W,
,GB,HXX,Hedon,Hedon,,RL,1-------,1107,,5344N 00011W,
,GB,HEI,Heighington,Heighington,DUR,AF,--3-----,9804,,,
,GB,XHE,Hele,Hele,DEV,RQ,-----6--,0907,,5081N 00343W,
,GB,HLN,Helensburgh,Helensburgh,AGB,AA,123-----,0701,,5600N 00444W,
,GB,HDR,Helford River,Helford River,CON,RL,1-------,0901,,5005N 00509W,
,GB,HBY,Hellaby,Hellaby,ROT,AF,0-------,1401,,5325N 00114W,
,GB,HDE,Hellesdon,Hellesdon,NFK,RQ,--3-----,0907,,5238N 00115E,
,GB,HD2,Hellidon,Hellidon,NTH,RL,--3-----,1701,,5212N 00114W,
,GB,GLY,Hellingly,Hellingly,ESX,RL,--3-----,1301,,5052N 00015E,
,GB,HLM,Helmdon,Helmdon,NTH,AF,--3-----,9704,,,
,GB,HMA,Helmsdale,Helmsdale,HLD,AA,123-----,0701,,5807N 00339W,
,GB,HSO,Helmshore,Helmshore,LAN,RL,--3-----,0106,,5341N 00219W,
,GB,EML,Helmsley,Helmsley,NYK,RL,--3-----,1401,,5415N 00104W,
,GB,HSB,Helsby,Helsby,CHW,AF,--3-----,1307,,,
,GB,HYJ,Helston,Helston,CON,AF,--3-----,9704,,,
,GB,HHE,Hemel Hempstead,Hemel Hempstead,HRT,AF,--3-----,9511,,,
,GB,HEM,Hempstead,Hempstead,NFK,AF,--3-----,9511,,,
,GB,EMN,Hempton,Hempton,NFK,RQ,1-------,0901,,,
,GB,HMY,Hemsby,Hemsby,NFK,AA,1-3-----,0701,,5242N 00141E,
,GB,MSL,Hemswell,Hemswell,LIN,RQ,--3-----,0901,,5324N 00036W,
,GB,HEH,Hemsworth,Hemsworth,WKF,RL,--3-----,1401,,5336N 00121W,
,GB,HYK,Hemyock,Hemyock,DEV,RL,-23-----,0701,,5055N 00314W,
,GB,HDO,Hendon,Hendon,BNE,AF,---4----,1401,HEN,,
,GB,HNN,Hendon,Hendon,SND,RL,--3-----,1401,,5454N 00120W,
,GB,HNY,Hendy,Hendy,CMN,RQ,--3-----,0901,,5142N 00403W,
,GB,HNF,Henfield,Henfield,WSX,RL,--3-----,0201,,5055N 00016W,
,GB,HNG,Hengoed,Hengoed,CAY,AF,--3-----,1401,,5139N 00313W,
,GB,XMH,Henham,Henham,ESS,RL,--3-----,1207,,5156N 00015E,
,GB,HLA,Henley,Henley,WSX,RL,-----6--,1107,,5110N 00044W,
,GB,HIA,Henley-in-Arden,Henley-in-Arden,WAR,RQ,--3-----,0901,,,
,GB,HEN,Henley-on-Thames,Henley-on-Thames,OXF,AF,--3-----,0212,,5132N 00054W,
,GB,HNA,Henllan,Henllan,CMN,RQ,--3-----,0907,,5202N 00424W,
,GB,HYY,Henllys,Henllys,MON,AF,--3-----,1401,,,
,GB,HEW,Henlow,Henlow,CBF,AF,--3-----,1307,,,
,GB,HE2,Hensall,Hensall,NYK,RL,--3-----,1301,,5342N 00106W,
,GB,RRS,Henstridge,Henstridge,SOM,RL,--3-----,0401,,5058N 00224W,
,GB,HNO,Henton,Henton,OXF,AF,--3-----,9704,,,
,GB,OOW,Henwood,Henwood,CON,RL,--3-----,1607,,5032N 00427W,
,GB,HAF,Hereford,Hereford,HEF,AF,--3-----,1401,,5203N 00243W,
,GB,HRI,Heriot,Heriot,SCB,RL,--3-----,1401,,5545N 00258W,
,GB,HRM,Hermon,Hermon,PEM,RQ,--3-----,0907,,5157N 00436W,
,GB,HRN,Herne Bay,Herne Bay,KEN,AF,123-----,9811,,,
,GB,XHI,Herriard,Herriard,HAM,RQ,-----6--,0907,,5120N 00104W,
,GB,HIE,Herrington,Herrington,SND,RQ,--3-----,0907,,5452N 00126W,
,GB,HZD,Hersden,Hersden,KEN,RQ,--3-----,0901,,,
,GB,HSH,Hersham,Hersham,SRY,RL,--3-----,0201,,5121N 00023W,
,GB,HSX,Herstmonceux,Herstmonceux,ESX,RL,--3-----,0701,,5053N 00019E,
,GB,HET,Herston,Herston,DOR,RQ,--3-----,0901,,,
,GB,HEF,Hertford,Hertford,HRT,AF,--3-----,9511,,,
,GB,HSI,Heslington,Heslington,YOR,RQ,--3-----,0907,,5357N 00102W,
,GB,ZBK,Hessay,Hessay,YOR,RL,-----6--,0901,,5358N 00112W,
,GB,HSE,Hessle/Hull,Hessle/Hull,KHL,AA,123-----,0701,,5343N 00026W,
,GB,HBK,Hest Bank,Hest Bank,LAN,RL,1-------,0901,,5405N 00248W,
,GB,HES,Heston,Heston,HNS,AF,--3-----,1401,,,
,GB,HYB,Heswall,Heswall,WRL,AF,--3-----,1401,,5319N 00306W,
,GB,HEE,Hethel,Hethel,LEC,RL,--3--6--,0901,,5233N 00112W,
,GB,HGI,Hethersgill,Hethersgill,CMA,RQ,--3-----,0907,,5459N 00249W,
,GB,HTT,Hetton,Hetton,NYK,AF,1-------,9511,,,
,GB,HLH,Hetton le Hole,Hetton le Hole,SND,RQ,--3-----,0901,,5449N 00127W,
,GB,HVG,Hevingham,Hevingham,NFK,AF,--3-----,9907,,,
,GB,HXH,Hexham,Hexham,NBL,AF,--3-----,9901,,,
,GB,HXT,Hexton,Hexton,HRT,AF,--3-----,9511,,,
,GB,HYR,Heybridge,Heybridge,,RQ,1-------,0901,,5143N 00042E,
,GB,HYM,Heysham,Heysham,LAN,AF,1-------,9511,,,
,GB,HTY,Heytesbury,Heytesbury,WIL,RL,-23-----,0701,,5111N 00206W,
,GB,HYW,Heywood,Heywood,RCH,AF,-23-----,1401,,5335N 00213W,
,GB,DSX,Hibaldstow,Hibaldstow,NLN,AF,--3-----,1401,,5330N 00032W,
,GB,HGA,High Ackworth,High Ackworth,WKF,AF,--3-----,1401,,5339N 00121W,
,GB,HBE,High Bentham,High Bentham,NYK,AF,--3-----,9511,,,
,GB,HEC,High Ercall,High Ercall,TFW,RQ,--3-----,0901,,,
,GB,HGC,High Ercall,High Ercall,SHR,RQ,--3-----,0907,,5245N 00236W,
,GB,HGL,High Halden,High Halden,KEN,RL,--3-----,0701,,5106N 00043E,
,GB,HHG,High Legh,High Legh,CHE,RQ,--3-----,1307,,5321N 00227W,
,GB,HPK,High Peak,High Peak,DBY,RQ,--3-----,0901,,5322N 00150W,
,GB,GIH,High Roding,High Roding,ESS,RL,--3-----,1301,,5149N 00020E,
,GB,HIR,High Throston,High Throston,HPL,RQ,--3-----,0907,,5442N 00115W,
,GB,HWY,High Wycombe,High Wycombe,BKM,AF,--34----,9511,HYC,,
,GB,HGH,Higham,Higham,KEN,AF,-23-----,9704,,,
,GB,HGF,Higham Ferrers,Higham Ferrers,NTH,AF,--3-----,9811,,,
,GB,HIG,Highbridge,Highbridge,SOM,AF,--3-----,9511,,,
,GB,HCF,Highcliffe,Highcliffe,DOR,RL,--3-----,1301,,5044N 00141W,
,GB,HGG,Highgate/London,Highgate/London,CMD,RL,--3-----,1401,,5134N 00009W,
,GB,HPJ,Highpeak Junction,Highpeak Junction,DBY,RL,--3-----,0212,,5306N 00132W,
,GB,HGW,Hightown,Hightown,SFT,AF,123-----,1401,,5331N 00303W,
,GB,HGO,Highworth,Highworth,SWD,AQ,--3--6--,0601,,5137N 00143W,
,GB,HNB,Hildenborough,Hildenborough,KEN,RL,--3-----,1501,,5112N 00014E,
,GB,HID,Hillend,Hillend,FIF,RL,--3-----,0407,,5602N 00322W,
,GB,HLL,Hillingdon,Hillingdon,HIL,AF,--3-----,1401,,5131N 00027W,
,GB,HTN,Hillington,Hillington,GLG,AF,--3-----,1401,,5551N 00421W,
,GB,HBH,Hillsborough,Hillsborough,LSB,RL,--3-----,0601,,5428N 00605W,
,GB,HLB,Hillsborough,Hillsborough,SHF,RL,--3-----,1401,,5324N 00131W,
,GB,HMN,Hilmarton,Hilmarton,WIL,RQ,--3-----,0901,,,
,GB,HZA,Hilsea,Hilsea,POR,RQ,--3-----,0901,,,
,GB,TNN,Hilton,Hilton,CAM,RQ,1-------,0901,,,
,GB,ZBL,Hilton,Hilton,SHR,RL,-----6--,0901,,5234N 00219W,
,GB,HDB,Hilton/Derby,Hilton/Derby,DBY,RL,1-------,0901,,5256N 00130W,
,GB,HIL,Hinckley,Hinckley,LEC,AF,--3-----,9511,,,
,GB,HHD,Hindhead,Hindhead,SRY,RL,--3-----,0701,,5107N 00044W,
,GB,HIY,Hindley,Hindley,WGN,AF,--3-----,1401,,5332N 00235W,
,GB,HEG,Hindley Green,Hindley Green,WGN,RL,--3-----,1401,,5331N 00232W,
,GB,HGM,Hingham,Hingham,NFK,RQ,--3-----,0901,,5235N 00059E,
,GB,HIO,Hinton Saint George,Hinton Saint George,SOM,RQ,--3-----,1101,,5054N 00249W,
,GB,HNX,Hinxworth,Hinxworth,HRT,RL,--3-----,0901,,5202N 00011W,
,GB,HPR,Hipperholme,Hipperholme,ERY,RQ,--3-----,0901,,5343N 00148W,
,GB,HWU,Hirwaun,Hirwaun,RCT,RL,-23-----,0701,,5144N 00331W,
,GB,HIS,Histon,Histon,CAM,AF,--3-----,9811,,,
,GB,HCN,Hitchin,Hitchin,HRT,AF,--3-----,9511,,,
,GB,HXN,Hixon,Hixon,STS,AF,--3-----,9704,,,
,GB,HCY,Hockley,Hockley,ESS,AF,-23-----,9704,,,
,GB,HKY,Hockley,Hockley,BIR,RL,-23-----,0407,,5230N 00155W,
,GB,HKW,Hockwold cum Wilton,Hockwold cum Wilton,NFK,RL,--3-----,0901,,5227N 00032E,
,GB,HON,Hoddesdon,Hoddesdon,HRT,AF,--3-----,9511,,,
,GB,HGP,Hogsthorpe,Hogsthorpe,LIN,RQ,--3--6--,0607,,5312N 00017E,
,GB,HOL,Holbeach,Holbeach,LIN,AF,--3-----,9511,,,
,GB,HRH,Holborough,Holborough,KEN,RQ,--3-----,0901,,5120N 00027E,
,GB,HBX,Holbury,Holbury,HAM,RQ,--3--6--,0607,,5030N 00120W,
,GB,HHN,Holehaven,Holehaven,,AF,1-------,9511,,,
,GB,HOF,Holford,Holford,SOM,RL,-23-----,0507,,5110N 00312E,
,GB,HDS,Holland on Sea,Holland on Sea,ESS,RQ,1-------,0907,,5146N 00108E,
,GB,HOI,Hollington,Hollington,ESX,RQ,--3-----,0907,,5051N 00033E,
,GB,HLI,Hollingworth,Hollingworth,LEC,AF,--3-----,1401,,5232N 00122W,
,GB,HOM,Holm,Holm,ORK,RL,1-------,0901,,5854N 00254W,
,GB,HME,Holme,Holme,CMA,RQ,--3--6--,1001,,5411N 00243W,
,GB,HCH,Holme Chapel,Holme Chapel,LAN,AF,--3-----,9511,,,
,GB,HSM,Holme upon Spalding Moor,Holme upon Spalding Moor,ERY,RL,--3-----,0901,,5350N 00046W,
,GB,HLC,Holmes Chapel,Holmes Chapel,CHE,AF,--3-----,1307,,,
,GB,HOD,Holmeswood,Holmeswood,LAN,RL,--3--6--,0507,,5339N 00252W,
,GB,HMD,Holmewood,Holmewood,DBY,RL,-23-----,0407,,5311N 00121W,
,GB,HFI,Holmfield,Holmfield,CLD,RQ,--3-----,1401,,5345N 00152W,
,GB,HLR,Holmfirth,Holmfirth,KIR,AF,--3-----,1401,,5333N 00146W,
,GB,HMK,Holmrook,Holmrook,CMA,RQ,--3-----,1001,,5422N 00325W,
,GB,HWO,Holsworthy,Holsworthy,,AF,--3-----,0212,,5049N 00421W,
,GB,HLT,Holt,Holt,NFK,RL,--3--6--,0601,,5254N 00105E,
,GB,HOW,Holt,Holt,WIL,AF,--3-----,9804,,,
,GB,HTX,Holton,Holton,SFK,RL,--3-----,0201,,5220N 00131E,
,GB,HCA,Holton le Clay,Holton le Clay,LIN,RL,--3-----,0701,,5330N 00003W,
,GB,HYI,Holy Island,Holy Island,NBL,RL,1-------,0901,,5540N 00148W,
,GB,HLO,Holy Loch,Holy Loch,AGB,AA,1-3-----,0701,,5559N 00456W,
,GB,HLY,Holyhead,Holyhead,GWN,AF,1--4----,9511,,,
,GB,HYP,Holyport,Holyport,WNM,AF,--3-----,0507,,5129N 00042W,
,GB,OYT,Holytown,Holytown,NLK,RL,-23-----,0701,,5549N 00358W,
,GB,HWL,Holywell,Holywell,FLN,AF,--3-----,1401,,5317N 00315W,
,GB,OYW,Holywell,Holywell,CON,RL,--3-----,1401,,5023N 00508W,
,GB,OLY,Holywood,Holywood,DGY,AF,0-------,9704,,,
,GB,YLW,Holywood,Holywood,DOW,RL,1-3-----,0901,,5438N 00549W,
,GB,OMR,Homerton,Homerton,LND,RL,--3-----,1201,,5155N 00004W,
,GB,HBO,Honeybourne,Honeybourne,WOR,RL,-23-----,0401,,5205N 00150W,
,GB,HIN,Honiton,Honiton,,AF,--3-----,0212,,5048N 00311W,
,GB,ONL,Honley,Honley,ERY,RQ,--3-----,0901,,5336N 00147W,
,GB,HOO,Hoo,Hoo,KEN,AF,--3-----,9511,,,
,GB,HOE,Hooe,Hooe,,AF,--3-----,0212,,5051N 00024E,
,GB,HOK,Hook,Hook,LIN,AF,--3-----,9907,,,
,GB,OOK,Hook,Hook,HAM,RL,-23-----,0701,,5117N 00058W,
,GB,HKT,Hook Norton,Hook Norton,OXF,RQ,--3-----,0901,,,
,GB,IHO,Hooke,Hooke,DOR,RL,--3-----,1407,,5048N 00240W,
,GB,HKD,Hookwood,Hookwood,SRY,RL,--3-----,1107,,5110N 00011W,
,GB,HOZ,Hoole,Hoole,CHW,AF,--3-----,1307,,,
,GB,HOX,Hooton,Hooton,CAM,AF,--3-----,9811,,,
,GB,OOT,Hooton,Hooton,CHW,RQ,1-------,1401,,5317N 00257W,
,GB,HPE,Hope,Hope,FLN,AQ,-23--6--,0601,,5307N 00302W,
,GB,HQP,Hope,Hope,DBY,RL,--3-----,1401,,5321N 00145W,
,GB,OPE,Hope,Hope,FLN,RQ,--3-----,1401,,5307N 00302W,
,GB,HPC,Hope Cove,Hope Cove,DEV,RL,1-------,0901,,5014N 00351W,
,GB,HOP,Hopeman,Hopeman,MRY,AA,1-3-----,0701,,5742N 00326W,
,GB,HRA,Horam,Horam,ESX,AF,--3-----,9704,,,
,GB,HRB,Horbury,Horbury,WKF,AF,--3-----,1401,,5340N 00133W,
,GB,HRY,Horley,Horley,SRY,AF,--3-----,9511,,,
,GB,XHO,Horncastle,Horncastle,LIN,RQ,-----6--,0907,,5320N 00011W,
,GB,HRC,Hornchurch,Hornchurch,HAV,AF,--3-----,1401,,5133N 00013E,
,GB,HOR,Horndean,Horndean,HAM,AF,--3-----,9511,,,
,GB,HDT,Horndon on the Hill,Horndon on the Hill,ESS,AF,--3-----,0212,,5131N 00024E,
,GB,HNE,Horne,Horne,SRY,RL,--3-----,0701,,5110N 00004W,
,GB,HGS,Horningsea,Horningsea,CAM,RL,--3-----,0401,,5213N 00011E,
,GB,HRZ,Hornsea,Hornsea,ERY,RQ,--3-----,0901,,,
,GB,HOY,Hornsey,Hornsey,HRY,AF,-23-----,1401,,5135N 00007W,
,GB,HOB,Horrabridge,Horrabridge,DEV,RL,--3-----,1401,,5030N 00406W,
,GB,HSF,Horsforth,Horsforth,LDS,AF,-23-----,1401,,5350N 00138W,
,GB,HOH,Horsham,Horsham,WSX,AF,--3-----,9511,,,
,GB,HRS,Horsmonden,Horsmonden,KEN,AF,--3-----,9511,,,
,GB,HOT,Horton,Horton,WNM,AF,--3-----,0507,,5128N 00032W,
,GB,ZBM,Horton,Horton,DOR,RL,-----6--,0901,,5051N 00157W,
,GB,HHT,Horton Heath,Horton Heath,HAM,RL,--3-----,0701,,5057N 00118W,
,GB,HIH,Horwich,Horwich,BOL,AF,--3-----,1401,,5336N 00233W,
,GB,HOS,Hoswick,Hoswick,ZET,AA,1-3-----,0701,,6000N 00116W,
,GB,HXO,Hoton,Hoton,LEC,AF,--3-----,9812,,,
,GB,HGX,Hougham,Hougham,LIN,RL,--3-----,0201,,5259N 00040W,
,GB,HGY,Hougharry and Loch Eport,Hougharry and Loch Eport,ELS,RL,1-------,0901,,5736N 00733W,
,GB,HOG,Houghton,Houghton,CAM,AF,--3-----,9704,,,
,GB,HUG,Houghton,Houghton,HAM,RL,--3-----,0701,,5105N 00131W,
,GB,HLS,Houghton le Spring,Houghton le Spring,SND,AF,--3-----,1401,,5451N 00128W,
,GB,HGR,Houghton Regis,Houghton Regis,CBF,AF,--3-----,1307,,,
,GB,HPT,Hound Point,Hound Point,FIF,AF,1-------,1401,,5602N 00318W,
,GB,HOU,Hounslow,Hounslow,HNS,AF,--3-----,1401,,5128N 00021W,
,GB,HWG,Hounslow Green,Hounslow Green,ESX,RL,--3-----,1201,,5183N 00040E,
,GB,HUT,Houton,Houton,ORK,AA,1-3-----,0701,,5855N 00311W,
,GB,HEV,Hove,Hove,ESX,AF,--3-----,9511,,,
,GB,HVM,Hoveringham,Hoveringham,NTT,RQ,--3--6--,0607,,5301N 00058W,
,GB,NFK,Hoverton,Hoverton,NFK,RL,1-------,0901,,5256N 00118E,
,GB,HVT,Hoveton,Hoveton,NFK,RQ,--3-----,0901,,5242N 00124E,
,GB,HV9,Hovingham,Hovingham,NYK,RL,--3-----,1601,,5410N 00058W,
,GB,HWD,How,How,CMA,AF,--3-----,1401,,5453N 00246W,
,GB,WXD,Howden,Howden,ERY,RL,--3-----,1207,,5344N 00052W,
,GB,XHN,Howden le Wear,Howden le Wear,DUR,RQ,-----6--,0907,,5469N 00174W,
,GB,HDD,Howdendyke,Howdendyke,ERY,AF,1-------,1401,,5344N 00051W,
,GB,HOJ,Howdon,Howdon,STY,AA,123-----,0701,,5459N 00128W,
,GB,HWV,Howwood,Howwood,RFW,RQ,1-3-----,0907,,5548N 00433W,
,GB,H7T,Hoxton,Hoxton,HCK,RL,--3-----,1707,,5132N 00050W,
,GB,HYO,Hoy,Hoy,ORK,AF,--3-----,9811,,,
,GB,HYL,Hoylake,Hoylake,WRL,AF,--3-----,1401,,5323N 00311W,
,GB,HCE,Hucclecote,Hucclecote,GLS,AF,--3-----,9511,,,
,GB,HKL,Hucknall,Hucknall,NTT,AF,-234----,9811,,,
,GB,HDF,Huddersfield,Huddersfield,KIR,AF,1-------,1401,,5339N 00147W,
,GB,HWZ,Hugh Town,Hugh Town,CON,RL,1-------,1401,,4955N 00619W,
,GB,HUL,Hull,Hull,ERY,AF,1-------,1401,,5344N 00019W,
,GB,HVN,Hullavington,Hullavington,WIL,AF,--3-----,9511,,,
,GB,HMR,Humber,Humber,,AF,--3-----,9811,,,
,GB,HUY,Humberside Apt,Humberside Apt,ERY,AF,---4----,1401,,5334N 00021W,
,GB,HBS,Humberston,Humberston,NEL,RL,--3-----,1201,,5332N 00020W,
,GB,HRE,Humbie,Humbie,ELN,AF,--3-----,1401,,5551N 00252W,
,GB,HUF,Hungerford,Hungerford,WBK,AF,--3-----,0507,,5124N 00130W,
,GB,HD3,Hunsdon,Hunsdon,HRT,RL,--3-----,1801,,5148N 00315E,
